rotulo,turma,execucao,criterio,nota
9A-26,9A,run-3,adequacao_ling,5
9A-26,9A,run-3,adequacao_tema,7
9A-26,9A,run-3,coesao_coerencia,5
9A-26,9A,run-3,estrutura_textual,5
9A-26,9A,run-3,vocabulario,6
9A-26,9A,run-4,adequacao_ling,4
9A-26,9A,run-4,adequacao_tema,7
9A-26,9A,run-4,coesao_coerencia,5
9A-26,9A,run-4,estrutura_textual,5
9A-26,9A,run-4,vocabulario,5
9A-26,9A,run-5,adequacao_ling,5
9A-26,9A,run-5,adequacao_tema,8
9A-26,9A,run-5,coesao_coerencia,5
9A-26,9A,run-5,estrutura_textual,5
9A-26,9A,run-5,vocabulario,5
9A-27,9A,run-1,adequacao_ling,2
9A-27,9A,run-1,adequacao_tema,4
9A-27,9A,run-1,coesao_coerencia,2
9A-27,9A,run-1,estrutura_textual,2
9A-27,9A,run-1,vocabulario,3
9A-27,9A,run-2,adequacao_ling,3
9A-27,9A,run-2,adequacao_tema,5
9A-27,9A,run-2,coesao_coerencia,2
9A-27,9A,run-2,estrutura_textual,2
9A-27,9A,run-2,vocabulario,4
9A-27,9A,run-3,adequacao_ling,2
9A-27,9A,run-3,adequacao_tema,4
9A-27,9A,run-3,coesao_coerencia,2
9A-27,9A,run-3,estrutura_textual,2
9A-27,9A,run-3,vocabulario,3
9A-27,9A,run-4,adequacao_ling,2
9A-27,9A,run-4,adequacao_tema,5
9A-27,9A,run-4,coesao_coerencia,3
9A-27,9A,run-4,estrutura_textual,2
9A-27,9A,run-4,vocabulario,3
9A-27,9A,run-5,adequacao_ling,3
9A-27,9A,run-5,adequacao_tema,6
9A-27,9A,run-5,coesao_coerencia,3
9A-27,9A,run-5,estrutura_textual,3
9A-27,9A,run-5,vocabulario,4
9A-28,9A,run-1,adequacao_ling,2
9A-28,9A,run-1,adequacao_tema,4
9A-28,9A,run-1,coesao_coerencia,2
9A-28,9A,run-1,estrutura_textual,2
9A-28,9A,run-1,vocabulario,3
9A-28,9A,run-2,adequacao_ling,1
9A-28,9A,run-2,adequacao_tema,3
9A-28,9A,run-2,coesao_coerencia,2
9A-28,9A,run-2,estrutura_textual,2
9A-28,9A,run-2,vocabulario,2
9A-28,9A,run-3,adequacao_ling,2
9A-28,9A,run-3,adequacao_tema,4
9A-28,9A,run-3,coesao_coerencia,2
9A-28,9A,run-3,estrutura_textual,2
9A-28,9A,run-3,vocabulario,2
9A-28,9A,run-4,adequacao_ling,2
9A-28,9A,run-4,adequacao_tema,4
9A-28,9A,run-4,coesao_coerencia,2
9A-28,9A,run-4,estrutura_textual,1
9A-28,9A,run-4,vocabulario,2
9A-28,9A,run-5,adequacao_ling,2
9A-28,9A,run-5,adequacao_tema,5
9A-28,9A,run-5,coesao_coerencia,2
9A-28,9A,run-5,estrutura_textual,2
9A-28,9A,run-5,vocabulario,2
9B-01,9B,run-1,adequacao_ling,4
9B-01,9B,run-1,adequacao_tema,8
9B-01,9B,run-1,coesao_coerencia,5
9B-01,9B,run-1,estrutura_textual,6
9B-01,9B,run-1,vocabulario,4
9B-01,9B,run-2,adequacao_ling,2
9B-01,9B,run-2,adequacao_tema,6
9B-01,9B,run-2,coesao_coerencia,4
9B-01,9B,run-2,estrutura_textual,4
9B-01,9B,run-2,vocabulario,3
9B-01,9B,run-3,adequacao_ling,3
9B-01,9B,run-3,adequacao_tema,6
9B-01,9B,run-3,coesao_coerencia,4
9B-01,9B,run-3,estrutura_textual,5
9B-01,9B,run-3,vocabulario,3
9B-01,9B,run-4,adequacao_ling,3
9B-01,9B,run-4,adequacao_tema,7
9B-01,9B,run-4,coesao_coerencia,5
9B-01,9B,run-4,estrutura_textual,6
9B-01,9B,run-4,vocabulario,4
9B-01,9B,run-5,adequacao_ling,3
9B-01,9B,run-5,adequacao_tema,6
9B-01,9B,run-5,coesao_coerencia,4
9B-01,9B,run-5,estrutura_textual,4
9B-01,9B,run-5,vocabulario,4
9B-02,9B,run-1,adequacao_ling,2
9B-02,9B,run-1,adequacao_tema,5
9B-02,9B,run-1,coesao_coerencia,3
9B-02,9B,run-1,estrutura_textual,4
9B-02,9B,run-1,vocabulario,3
9B-02,9B,run-2,adequacao_ling,3
9B-02,9B,run-2,adequacao_tema,5
9B-02,9B,run-2,coesao_coerencia,4
9B-02,9B,run-2,estrutura_textual,5
9B-02,9B,run-2,vocabulario,4
9B-02,9B,run-3,adequacao_ling,2
9B-02,9B,run-3,adequacao_tema,5
9B-02,9B,run-3,coesao_coerencia,4
9B-02,9B,run-3,estrutura_textual,4
9B-02,9B,run-3,vocabulario,3
9B-02,9B,run-4,adequacao_ling,2
9B-02,9B,run-4,adequacao_tema,5
9B-02,9B,run-4,coesao_coerencia,3
9B-02,9B,run-4,estrutura_textual,4
9B-02,9B,run-4,vocabulario,2
9B-02,9B,run-5,adequacao_ling,2
9B-02,9B,run-5,adequacao_tema,5
9B-02,9B,run-5,coesao_coerencia,4
9B-02,9B,run-5,estrutura_textual,5
9B-02,9B,run-5,vocabulario,3
9B-03,9B,run-1,adequacao_ling,4
9B-03,9B,run-1,adequacao_tema,6
9B-03,9B,run-1,coesao_coerencia,5
9B-03,9B,run-1,estrutura_textual,5
9B-03,9B,run-1,vocabulario,5
9B-03,9B,run-2,adequacao_ling,4
9B-03,9B,run-2,adequacao_tema,6
9B-03,9B,run-2,coesao_coerencia,4
9B-03,9B,run-2,estrutura_textual,5
9B-03,9B,run-2,vocabulario,5
9B-03,9B,run-3,adequacao_ling,4
9B-03,9B,run-3,adequacao_tema,7
9B-03,9B,run-3,coesao_coerencia,5
9B-03,9B,run-3,estrutura_textual,5
9B-03,9B,run-3,vocabulario,6
9B-03,9B,run-4,adequacao_ling,5
9B-03,9B,run-4,adequacao_tema,7
9B-03,9B,run-4,coesao_coerencia,5
9B-03,9B,run-4,estrutura_textual,6
9B-03,9B,run-4,vocabulario,6
9B-03,9B,run-5,adequacao_ling,4
9B-03,9B,run-5,adequacao_tema,6
9B-03,9B,run-5,coesao_coerencia,4
9B-03,9B,run-5,estrutura_textual,4
9B-03,9B,run-5,vocabulario,4
9B-04,9B,run-1,adequacao_ling,2
9B-04,9B,run-1,adequacao_tema,4
9B-04,9B,run-1,coesao_coerencia,2
9B-04,9B,run-1,estrutura_textual,2
9B-04,9B,run-1,vocabulario,2
9B-04,9B,run-2,adequacao_ling,2
9B-04,9B,run-2,adequacao_tema,3
9B-04,9B,run-2,coesao_coerencia,2
9B-04,9B,run-2,estrutura_textual,2
9B-04,9B,run-2,vocabulario,2
9B-04,9B,run-3,adequacao_ling,1
9B-04,9B,run-3,adequacao_tema,2
9B-04,9B,run-3,coesao_coerencia,1
9B-04,9B,run-3,estrutura_textual,1
9B-04,9B,run-3,vocabulario,2
9B-04,9B,run-4,adequacao_ling,1
9B-04,9B,run-4,adequacao_tema,2
9B-04,9B,run-4,coesao_coerencia,1
9B-04,9B,run-4,estrutura_textual,1
9B-04,9B,run-4,vocabulario,2
9B-04,9B,run-5,adequacao_ling,1
9B-04,9B,run-5,adequacao_tema,2
9B-04,9B,run-5,coesao_coerencia,1
9B-04,9B,run-5,estrutura_textual,2
9B-04,9B,run-5,vocabulario,2
9B-05,9B,run-1,adequacao_ling,3
9B-05,9B,run-1,adequacao_tema,5
9B-05,9B,run-1,coesao_coerencia,3
9B-05,9B,run-1,estrutura_textual,3
9B-05,9B,run-1,vocabulario,4
9B-05,9B,run-2,adequacao_ling,2
9B-05,9B,run-2,adequacao_tema,4
9B-05,9B,run-2,coesao_coerencia,2
9B-05,9B,run-2,estrutura_textual,2
9B-05,9B,run-2,vocabulario,3
9B-05,9B,run-3,adequacao_ling,2
9B-05,9B,run-3,adequacao_tema,4
9B-05,9B,run-3,coesao_coerencia,2
9B-05,9B,run-3,estrutura_textual,2
9B-05,9B,run-3,vocabulario,3
9B-05,9B,run-4,adequacao_ling,2
9B-05,9B,run-4,adequacao_tema,4
9B-05,9B,run-4,coesao_coerencia,2
9B-05,9B,run-4,estrutura_textual,2
9B-05,9B,run-4,vocabulario,3
9B-05,9B,run-5,adequacao_ling,2
9B-05,9B,run-5,adequacao_tema,4
9B-05,9B,run-5,coesao_coerencia,2
9B-05,9B,run-5,estrutura_textual,2
9B-05,9B,run-5,vocabulario,3
9B-06,9B,run-1,adequacao_ling,3
9B-06,9B,run-1,adequacao_tema,7
9B-06,9B,run-1,coesao_coerencia,4
9B-06,9B,run-1,estrutura_textual,3
9B-06,9B,run-1,vocabulario,4
9B-06,9B,run-2,adequacao_ling,2
9B-06,9B,run-2,adequacao_tema,5
9B-06,9B,run-2,coesao_coerencia,3
9B-06,9B,run-2,estrutura_textual,2
9B-06,9B,run-2,vocabulario,3
9B-06,9B,run-3,adequacao_ling,3
9B-06,9B,run-3,adequacao_tema,6
9B-06,9B,run-3,coesao_coerencia,4
9B-06,9B,run-3,estrutura_textual,3
9B-06,9B,run-3,vocabulario,3
9B-06,9B,run-4,adequacao_ling,3
9B-06,9B,run-4,adequacao_tema,6
9B-06,9B,run-4,coesao_coerencia,3
9B-06,9B,run-4,estrutura_textual,3
9B-06,9B,run-4,vocabulario,4
9B-06,9B,run-5,adequacao_ling,2
9B-06,9B,run-5,adequacao_tema,6
9B-06,9B,run-5,coesao_coerencia,4
9B-06,9B,run-5,estrutura_textual,4
9B-06,9B,run-5,vocabulario,3
9B-07,9B,run-1,adequacao_ling,2
9B-07,9B,run-1,adequacao_tema,6
9B-07,9B,run-1,coesao_coerencia,3
9B-07,9B,run-1,estrutura_textual,3
9B-07,9B,run-1,vocabulario,3
9B-07,9B,run-2,adequacao_ling,3
9B-07,9B,run-2,adequacao_tema,6
9B-07,9B,run-2,coesao_coerencia,3
9B-07,9B,run-2,estrutura_textual,3
9B-07,9B,run-2,vocabulario,3
9B-07,9B,run-3,adequacao_ling,1
9B-07,9B,run-3,adequacao_tema,4
9B-07,9B,run-3,coesao_coerencia,2
9B-07,9B,run-3,estrutura_textual,2
9B-07,9B,run-3,vocabulario,2
9B-07,9B,run-4,adequacao_ling,2
9B-07,9B,run-4,adequacao_tema,6
9B-07,9B,run-4,coesao_coerencia,4
9B-07,9B,run-4,estrutura_textual,3
9B-07,9B,run-4,vocabulario,3
9B-07,9B,run-5,adequacao_ling,3
9B-07,9B,run-5,adequacao_tema,6
9B-07,9B,run-5,coesao_coerencia,4
9B-07,9B,run-5,estrutura_textual,2
9B-07,9B,run-5,vocabulario,4
9B-08,9B,run-1,adequacao_ling,2
9B-08,9B,run-1,adequacao_tema,4
9B-08,9B,run-1,coesao_coerencia,2
9B-08,9B,run-1,estrutura_textual,1
9B-08,9B,run-1,vocabulario,2
9B-08,9B,run-2,adequacao_ling,2
9B-08,9B,run-2,adequacao_tema,4
9B-08,9B,run-2,coesao_coerencia,2
9B-08,9B,run-2,estrutura_textual,2
9B-08,9B,run-2,vocabulario,2
9B-08,9B,run-3,adequacao_ling,2
9B-08,9B,run-3,adequacao_tema,4
9B-08,9B,run-3,coesao_coerencia,2
9B-08,9B,run-3,estrutura_textual,2
9B-08,9B,run-3,vocabulario,3
9B-08,9B,run-4,adequacao_ling,2
9B-08,9B,run-4,adequacao_tema,4
9B-08,9B,run-4,coesao_coerencia,2
9B-08,9B,run-4,estrutura_textual,2
9B-08,9B,run-4,vocabulario,2
9B-08,9B,run-5,adequacao_ling,2
9B-08,9B,run-5,adequacao_tema,3
9B-08,9B,run-5,coesao_coerencia,2
9B-08,9B,run-5,estrutura_textual,2
9B-08,9B,run-5,vocabulario,2
9B-09,9B,run-1,adequacao_ling,5
9B-09,9B,run-1,adequacao_tema,8
9B-09,9B,run-1,coesao_coerencia,5
9B-09,9B,run-1,estrutura_textual,5
9B-09,9B,run-1,vocabulario,5
9B-09,9B,run-2,adequacao_ling,7
9B-09,9B,run-2,adequacao_tema,8
9B-09,9B,run-2,coesao_coerencia,6
9B-09,9B,run-2,estrutura_textual,5
9B-09,9B,run-2,vocabulario,7
9B-09,9B,run-3,adequacao_ling,6
9B-09,9B,run-3,adequacao_tema,8
9B-09,9B,run-3,coesao_coerencia,6
9B-09,9B,run-3,estrutura_textual,5
9B-09,9B,run-3,vocabulario,6
9B-09,9B,run-4,adequacao_ling,5
9B-09,9B,run-4,adequacao_tema,7
9B-09,9B,run-4,coesao_coerencia,5
9B-09,9B,run-4,estrutura_textual,4
9B-09,9B,run-4,vocabulario,5
9B-09,9B,run-5,adequacao_ling,6
9B-09,9B,run-5,adequacao_tema,7
9B-09,9B,run-5,coesao_coerencia,6
9B-09,9B,run-5,estrutura_textual,5
9B-09,9B,run-5,vocabulario,6
9B-10,9B,run-1,adequacao_ling,4
9B-10,9B,run-1,adequacao_tema,8
9B-10,9B,run-1,coesao_coerencia,5
9B-10,9B,run-1,estrutura_textual,5
9B-10,9B,run-1,vocabulario,6
9B-10,9B,run-2,adequacao_ling,4
9B-10,9B,run-2,adequacao_tema,8
9B-10,9B,run-2,coesao_coerencia,5
9B-10,9B,run-2,estrutura_textual,4
9B-10,9B,run-2,vocabulario,5
9B-10,9B,run-3,adequacao_ling,5
9B-10,9B,run-3,adequacao_tema,8
9B-10,9B,run-3,coesao_coerencia,5
9B-10,9B,run-3,estrutura_textual,5
9B-10,9B,run-3,vocabulario,6
9B-10,9B,run-4,adequacao_ling,4
9B-10,9B,run-4,adequacao_tema,9
9B-10,9B,run-4,coesao_coerencia,4
9B-10,9B,run-4,estrutura_textual,5
9B-10,9B,run-4,vocabulario,5
9B-10,9B,run-5,adequacao_ling,4
9B-10,9B,run-5,adequacao_tema,9
9B-10,9B,run-5,coesao_coerencia,5
9B-10,9B,run-5,estrutura_textual,5
9B-10,9B,run-5,vocabulario,6
9B-11,9B,run-1,adequacao_ling,3
9B-11,9B,run-1,adequacao_tema,6
9B-11,9B,run-1,coesao_coerencia,5
9B-11,9B,run-1,estrutura_textual,3
9B-11,9B,run-1,vocabulario,5
9B-11,9B,run-2,adequacao_ling,3
9B-11,9B,run-2,adequacao_tema,6
9B-11,9B,run-2,coesao_coerencia,5
9B-11,9B,run-2,estrutura_textual,3
9B-11,9B,run-2,vocabulario,4
9B-11,9B,run-3,adequacao_ling,3
9B-11,9B,run-3,adequacao_tema,6
9B-11,9B,run-3,coesao_coerencia,5
9B-11,9B,run-3,estrutura_textual,4
9B-11,9B,run-3,vocabulario,4
9B-11,9B,run-4,adequacao_ling,3
9B-11,9B,run-4,adequacao_tema,5
9B-11,9B,run-4,coesao_coerencia,4
9B-11,9B,run-4,estrutura_textual,3
9B-11,9B,run-4,vocabulario,4
9B-11,9B,run-5,adequacao_ling,3
9B-11,9B,run-5,adequacao_tema,7
9B-11,9B,run-5,coesao_coerencia,4
9B-11,9B,run-5,estrutura_textual,3
9B-11,9B,run-5,vocabulario,5
9B-12,9B,run-1,adequacao_ling,2
9B-12,9B,run-1,adequacao_tema,5
9B-12,9B,run-1,coesao_coerencia,3
9B-12,9B,run-1,estrutura_textual,2
9B-12,9B,run-1,vocabulario,3
9B-12,9B,run-2,adequacao_ling,2
9B-12,9B,run-2,adequacao_tema,4
9B-12,9B,run-2,coesao_coerencia,2
9B-12,9B,run-2,estrutura_textual,1
9B-12,9B,run-2,vocabulario,2
9B-12,9B,run-3,adequacao_ling,2
9B-12,9B,run-3,adequacao_tema,4
9B-12,9B,run-3,coesao_coerencia,3
9B-12,9B,run-3,estrutura_textual,2
9B-12,9B,run-3,vocabulario,3
9B-12,9B,run-4,adequacao_ling,2
9B-12,9B,run-4,adequacao_tema,5
9B-12,9B,run-4,coesao_coerencia,3
9B-12,9B,run-4,estrutura_textual,2
9B-12,9B,run-4,vocabulario,3
9B-12,9B,run-5,adequacao_ling,2
9B-12,9B,run-5,adequacao_tema,5
9B-12,9B,run-5,coesao_coerencia,2
9B-12,9B,run-5,estrutura_textual,2
9B-12,9B,run-5,vocabulario,3
9B-13,9B,run-1,adequacao_ling,3
9B-13,9B,run-1,adequacao_tema,6
9B-13,9B,run-1,coesao_coerencia,3
9B-13,9B,run-1,estrutura_textual,3
9B-13,9B,run-1,vocabulario,4
9B-13,9B,run-2,adequacao_ling,4
9B-13,9B,run-2,adequacao_tema,6
9B-13,9B,run-2,coesao_coerencia,5
9B-13,9B,run-2,estrutura_textual,4
9B-13,9B,run-2,vocabulario,4
9B-13,9B,run-3,adequacao_ling,5
9B-13,9B,run-3,adequacao_tema,6
9B-13,9B,run-3,coesao_coerencia,5
9B-13,9B,run-3,estrutura_textual,3
9B-13,9B,run-3,vocabulario,5
9B-13,9B,run-4,adequacao_ling,4
9B-13,9B,run-4,adequacao_tema,6
9B-13,9B,run-4,coesao_coerencia,5
9B-13,9B,run-4,estrutura_textual,3
9B-13,9B,run-4,vocabulario,5
9B-13,9B,run-5,adequacao_ling,4
9B-13,9B,run-5,adequacao_tema,7
9B-13,9B,run-5,coesao_coerencia,5
9B-13,9B,run-5,estrutura_textual,4
9B-13,9B,run-5,vocabulario,5
9B-14,9B,run-1,adequacao_ling,5
9B-14,9B,run-1,adequacao_tema,8
9B-14,9B,run-1,coesao_coerencia,7
9B-14,9B,run-1,estrutura_textual,7
9B-14,9B,run-1,vocabulario,5
9B-14,9B,run-2,adequacao_ling,4
9B-14,9B,run-2,adequacao_tema,7
9B-14,9B,run-2,coesao_coerencia,7
9B-14,9B,run-2,estrutura_textual,6
9B-14,9B,run-2,vocabulario,4
9B-14,9B,run-3,adequacao_ling,4
9B-14,9B,run-3,adequacao_tema,7
9B-14,9B,run-3,coesao_coerencia,5
9B-14,9B,run-3,estrutura_textual,6
9B-14,9B,run-3,vocabulario,4
9B-14,9B,run-4,adequacao_ling,3
9B-14,9B,run-4,adequacao_tema,7
9B-14,9B,run-4,coesao_coerencia,5
9B-14,9B,run-4,estrutura_textual,5
9B-14,9B,run-4,vocabulario,4
9B-14,9B,run-5,adequacao_ling,3
9B-14,9B,run-5,adequacao_tema,6
9B-14,9B,run-5,coesao_coerencia,5
9B-14,9B,run-5,estrutura_textual,4
9B-14,9B,run-5,vocabulario,3
9B-15,9B,run-1,adequacao_ling,2
9B-15,9B,run-1,adequacao_tema,5
9B-15,9B,run-1,coesao_coerencia,3
9B-15,9B,run-1,estrutura_textual,3
9B-15,9B,run-1,vocabulario,3
9B-15,9B,run-2,adequacao_ling,2
9B-15,9B,run-2,adequacao_tema,4
9B-15,9B,run-2,coesao_coerencia,2
9B-15,9B,run-2,estrutura_textual,2
9B-15,9B,run-2,vocabulario,2
9B-15,9B,run-3,adequacao_ling,1
9B-15,9B,run-3,adequacao_tema,4
9B-15,9B,run-3,coesao_coerencia,2
9B-15,9B,run-3,estrutura_textual,2
9B-15,9B,run-3,vocabulario,2
9B-15,9B,run-4,adequacao_ling,2
9B-15,9B,run-4,adequacao_tema,4
9B-15,9B,run-4,coesao_coerencia,2
9B-15,9B,run-4,estrutura_textual,2
9B-15,9B,run-4,vocabulario,2
9B-15,9B,run-5,adequacao_ling,2
9B-15,9B,run-5,adequacao_tema,4
9B-15,9B,run-5,coesao_coerencia,2
9B-15,9B,run-5,estrutura_textual,3
9B-15,9B,run-5,vocabulario,2
9B-16,9B,run-1,adequacao_ling,1
9B-16,9B,run-1,adequacao_tema,3
9B-16,9B,run-1,coesao_coerencia,2
9B-16,9B,run-1,estrutura_textual,2
9B-16,9B,run-1,vocabulario,1
9B-16,9B,run-2,adequacao_ling,1
9B-16,9B,run-2,adequacao_tema,2
9B-16,9B,run-2,coesao_coerencia,1
9B-16,9B,run-2,estrutura_textual,1
9B-16,9B,run-2,vocabulario,1
9B-16,9B,run-3,adequacao_ling,2
9B-16,9B,run-3,adequacao_tema,3
9B-16,9B,run-3,coesao_coerencia,2
9B-16,9B,run-3,estrutura_textual,2
9B-16,9B,run-3,vocabulario,2
9B-16,9B,run-4,adequacao_ling,1
9B-16,9B,run-4,adequacao_tema,3
9B-16,9B,run-4,coesao_coerencia,1
9B-16,9B,run-4,estrutura_textual,1
9B-16,9B,run-4,vocabulario,2
9B-16,9B,run-5,adequacao_ling,0
9B-16,9B,run-5,adequacao_tema,1
9B-16,9B,run-5,coesao_coerencia,0
9B-16,9B,run-5,estrutura_textual,0
9B-16,9B,run-5,vocabulario,1
9B-17,9B,run-1,adequacao_ling,2
9B-17,9B,run-1,adequacao_tema,4
9B-17,9B,run-1,coesao_coerencia,2
9B-17,9B,run-1,estrutura_textual,2
9B-17,9B,run-1,vocabulario,3
9B-17,9B,run-2,adequacao_ling,1
9B-17,9B,run-2,adequacao_tema,4
9B-17,9B,run-2,coesao_coerencia,3
9B-17,9B,run-2,estrutura_textual,3
9B-17,9B,run-2,vocabulario,2
9B-17,9B,run-3,adequacao_ling,2
9B-17,9B,run-3,adequacao_tema,3
9B-17,9B,run-3,coesao_coerencia,2
9B-17,9B,run-3,estrutura_textual,2
9B-17,9B,run-3,vocabulario,2
9B-17,9B,run-4,adequacao_ling,1
9B-17,9B,run-4,adequacao_tema,2
9B-17,9B,run-4,coesao_coerencia,1
9B-17,9B,run-4,estrutura_textual,2
9B-17,9B,run-4,vocabulario,2
9B-17,9B,run-5,adequacao_ling,1
9B-17,9B,run-5,adequacao_tema,3
9B-17,9B,run-5,coesao_coerencia,1
9B-17,9B,run-5,estrutura_textual,2
9B-17,9B,run-5,vocabulario,2
9B-18,9B,run-1,adequacao_ling,0
9B-18,9B,run-1,adequacao_tema,0
9B-18,9B,run-1,coesao_coerencia,0
9B-18,9B,run-1,estrutura_textual,0
9B-18,9B,run-1,vocabulario,0
9B-18,9B,run-2,adequacao_ling,1
9B-18,9B,run-2,adequacao_tema,3
9B-18,9B,run-2,coesao_coerencia,2
9B-18,9B,run-2,estrutura_textual,2
9B-18,9B,run-2,vocabulario,2
9B-18,9B,run-3,adequacao_ling,2
9B-18,9B,run-3,adequacao_tema,4
9B-18,9B,run-3,coesao_coerencia,2
9B-18,9B,run-3,estrutura_textual,2
9B-18,9B,run-3,vocabulario,2
9B-18,9B,run-4,adequacao_ling,2
9B-18,9B,run-4,adequacao_tema,5
9B-18,9B,run-4,coesao_coerencia,3
9B-18,9B,run-4,estrutura_textual,3
9B-18,9B,run-4,vocabulario,3
9B-18,9B,run-5,adequacao_ling,2
9B-18,9B,run-5,adequacao_tema,5
9B-18,9B,run-5,coesao_coerencia,3
9B-18,9B,run-5,estrutura_textual,3
9B-18,9B,run-5,vocabulario,3
9B-19,9B,run-1,adequacao_ling,5
9B-19,9B,run-1,adequacao_tema,7
9B-19,9B,run-1,coesao_coerencia,6
9B-19,9B,run-1,estrutura_textual,6
9B-19,9B,run-1,vocabulario,5
9B-19,9B,run-2,adequacao_ling,5
9B-19,9B,run-2,adequacao_tema,8
9B-19,9B,run-2,coesao_coerencia,7
9B-19,9B,run-2,estrutura_textual,6
9B-19,9B,run-2,vocabulario,5
9B-19,9B,run-3,adequacao_ling,5
9B-19,9B,run-3,adequacao_tema,7
9B-19,9B,run-3,coesao_coerencia,6
9B-19,9B,run-3,estrutura_textual,6
9B-19,9B,run-3,vocabulario,5
9B-19,9B,run-4,adequacao_ling,5
9B-19,9B,run-4,adequacao_tema,7
9B-19,9B,run-4,coesao_coerencia,5
9B-19,9B,run-4,estrutura_textual,6
9B-19,9B,run-4,vocabulario,5
9B-19,9B,run-5,adequacao_ling,5
9B-19,9B,run-5,adequacao_tema,8
9B-19,9B,run-5,coesao_coerencia,6
9B-19,9B,run-5,estrutura_textual,7
9B-19,9B,run-5,vocabulario,5
9B-20,9B,run-1,adequacao_ling,5
9B-20,9B,run-1,adequacao_tema,7
9B-20,9B,run-1,coesao_coerencia,6
9B-20,9B,run-1,estrutura_textual,4
9B-20,9B,run-1,vocabulario,6
9B-20,9B,run-2,adequacao_ling,4
9B-20,9B,run-2,adequacao_tema,6
9B-20,9B,run-2,coesao_coerencia,5
9B-20,9B,run-2,estrutura_textual,4
9B-20,9B,run-2,vocabulario,6
9B-20,9B,run-3,adequacao_ling,5
9B-20,9B,run-3,adequacao_tema,8
9B-20,9B,run-3,coesao_coerencia,7
9B-20,9B,run-3,estrutura_textual,7
9B-20,9B,run-3,vocabulario,7
9B-20,9B,run-4,adequacao_ling,4
9B-20,9B,run-4,adequacao_tema,7
9B-20,9B,run-4,coesao_coerencia,6
9B-20,9B,run-4,estrutura_textual,3
9B-20,9B,run-4,vocabulario,6
9B-20,9B,run-5,adequacao_ling,4
9B-20,9B,run-5,adequacao_tema,6
9B-20,9B,run-5,coesao_coerencia,5
9B-20,9B,run-5,estrutura_textual,4
9B-20,9B,run-5,vocabulario,5
9B-21,9B,run-1,adequacao_ling,4
9B-21,9B,run-1,adequacao_tema,6
9B-21,9B,run-1,coesao_coerencia,5
9B-21,9B,run-1,estrutura_textual,5
9B-21,9B,run-1,vocabulario,6
9B-21,9B,run-2,adequacao_ling,4
9B-21,9B,run-2,adequacao_tema,6
9B-21,9B,run-2,coesao_coerencia,4
9B-21,9B,run-2,estrutura_textual,3
9B-21,9B,run-2,vocabulario,5
9B-21,9B,run-3,adequacao_ling,4
9B-21,9B,run-3,adequacao_tema,6
9B-21,9B,run-3,coesao_coerencia,4
9B-21,9B,run-3,estrutura_textual,4
9B-21,9B,run-3,vocabulario,5
9B-21,9B,run-4,adequacao_ling,4
9B-21,9B,run-4,adequacao_tema,7
9B-21,9B,run-4,coesao_coerencia,5
9B-21,9B,run-4,estrutura_textual,5
9B-21,9B,run-4,vocabulario,6
9B-21,9B,run-5,adequacao_ling,4
9B-21,9B,run-5,adequacao_tema,6
9B-21,9B,run-5,coesao_coerencia,4
9B-21,9B,run-5,estrutura_textual,5
9B-21,9B,run-5,vocabulario,6
9B-22,9B,run-1,adequacao_ling,3
9B-22,9B,run-1,adequacao_tema,7
9B-22,9B,run-1,coesao_coerencia,5
9B-22,9B,run-1,estrutura_textual,4
9B-22,9B,run-1,vocabulario,4
9B-22,9B,run-2,adequacao_ling,3
9B-22,9B,run-2,adequacao_tema,6
9B-22,9B,run-2,coesao_coerencia,5
9B-22,9B,run-2,estrutura_textual,4
9B-22,9B,run-2,vocabulario,4
9B-22,9B,run-3,adequacao_ling,4
9B-22,9B,run-3,adequacao_tema,7
9B-22,9B,run-3,coesao_coerencia,5
9B-22,9B,run-3,estrutura_textual,5
9B-22,9B,run-3,vocabulario,4
9B-22,9B,run-4,adequacao_ling,5
9B-22,9B,run-4,adequacao_tema,6
9B-22,9B,run-4,coesao_coerencia,4
9B-22,9B,run-4,estrutura_textual,4
9B-22,9B,run-4,vocabulario,5
9B-22,9B,run-5,adequacao_ling,4
9B-22,9B,run-5,adequacao_tema,7
9B-22,9B,run-5,coesao_coerencia,6
9B-22,9B,run-5,estrutura_textual,5
9B-22,9B,run-5,vocabulario,5
9B-23,9B,run-1,adequacao_ling,3
9B-23,9B,run-1,adequacao_tema,6
9B-23,9B,run-1,coesao_coerencia,3
9B-23,9B,run-1,estrutura_textual,3
9B-23,9B,run-1,vocabulario,4
9B-23,9B,run-2,adequacao_ling,3
9B-23,9B,run-2,adequacao_tema,6
9B-23,9B,run-2,coesao_coerencia,4
9B-23,9B,run-2,estrutura_textual,4
9B-23,9B,run-2,vocabulario,4
9B-23,9B,run-3,adequacao_ling,3
9B-23,9B,run-3,adequacao_tema,7
9B-23,9B,run-3,coesao_coerencia,3
9B-23,9B,run-3,estrutura_textual,4
9B-23,9B,run-3,vocabulario,4
9B-23,9B,run-4,adequacao_ling,2
9B-23,9B,run-4,adequacao_tema,7
9B-23,9B,run-4,coesao_coerencia,3
9B-23,9B,run-4,estrutura_textual,3
9B-23,9B,run-4,vocabulario,3
9B-23,9B,run-5,adequacao_ling,3
9B-23,9B,run-5,adequacao_tema,8
9B-23,9B,run-5,coesao_coerencia,4
9B-23,9B,run-5,estrutura_textual,4
9B-23,9B,run-5,vocabulario,5
9B-24,9B,run-1,adequacao_ling,1
